Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
F,1.825,1.4125,0.4875,55.8201655,20.17066925,9.22776225,16.59863225,11
M,1.45,1.15,0.375,26.3933845,12.82814875,5.8683465,7.1157245,8
M,1.4375,1.0375,0.3625,22.89222125,8.12213175,5.386405,6.50621025,15
M,1.475,1.1625,0.375,30.4190135,13.4660125,5.8116475,5.386405,10
M,1.5,1.175,0.4125,31.75144,14.4298955,6.747181,8.6465975,9
F,1.3,1.025,0.3125,19.8163005,8.20718025,4.53592,5.5281525,10
F,1.55,1.2125,0.45,33.40988575,14.911837,8.51902475,11.056305,12
I,1.125,0.8875,0.3375,12.5021295,4.29494925,3.30271675,3.30271675,9
M,1.3625,1.1,0.4125,24.56484175,8.54737425,3.98310475,8.50485,16
I,0.8,0.5875,0.1875,3.6003865,1.54504775,0.80796075,1.020582,5
M,1.8125,1.3875,0.5375,61.6034635,32.78619675,13.551061,17.916884,12
I,1.1875,0.9125,0.275,13.36678925,6.56290925,2.948348,3.2034935,9
I,1.15,0.8875,0.325,13.56523575,5.88252125,2.96252275,3.96893,8
M,1.375,1.1,0.4125,24.73493875,8.85921875,5.76912325,8.788345,13
I,1.3375,1.025,0.3375,19.66037825,8.2497045,5.046211,5.6699,8
I,1.2,0.9,0.325,14.81261375,5.329706,3.6003865,4.57844425,8
M,1.3875,1.075,0.4125,21.47474625,7.75358825,4.63514325,7.7961125,11
M,1.5,1.2,0.4125,29.426781,11.509897,6.36446275,8.0796075,13
I,0.6875,0.5125,0.2125,2.8066005,1.0489315,0.680388,0.850485,6
I,1.4375,1.125,0.4125,24.8058125,10.47514025,4.94698775,7.2291225,16
I,1.1875,0.9,0.275,13.154168,5.71242425,2.84912475,4.195726,9
I,0.6375,0.475,0.15,2.05533875,0.97805775,0.69456275,0.7087375,6
M,1.6125,1.275,0.475,41.80133775,17.1514475,9.7805775,13.60776,10
F,1.575,1.2625,0.45,40.7382315,13.99047825,9.922325,13.60776,19
M,1.5125,1.1875,0.45,29.48348,12.57300325,6.93145275,8.788345,8
M,1.55,1.1875,0.3875,29.9654215,13.56523575,8.60407325,7.37087,8
I,1.1375,0.8875,0.2625,12.6722265,5.28718175,2.79242575,3.572037,7
M,1.2875,0.975,0.3125,15.3370795,7.6827145,3.2601925,4.252425,8
M,1.625,1.2375,0.3875,35.9755155,16.726205,6.8889285,9.922325,9
F,1.4,1.1,0.3875,23.71435675,9.6671795,5.0745605,7.93786,12
I,0.8625,0.6875,0.2375,6.95980225,3.04757125,1.14815475,1.984465,7
I,1.3625,1.075,0.3375,22.80717275,9.7805775,4.0539785,6.0951425,9
M,1.5125,1.175,0.425,31.6096925,12.20445975,7.75358825,9.7805775,10
M,1.4875,1.1875,0.3875,29.21415975,13.96212875,6.1518415,7.881161,9
I,1.2125,0.9125,0.3375,14.98271075,6.406987,3.4869885,5.6699,9
I,0.8125,0.5,0.1625,3.04757125,1.54504775,0.75126175,0.9922325,5
M,1.4375,1.1125,0.4625,27.4139665,12.40290625,6.90310325,7.087375,10
M,1.3125,1.075,0.3375,22.11261,9.525432,5.23048275,6.3786375,8
M,1.475,1.15,0.4125,32.16250775,13.60776,6.87475375,10.20582,10
M,1.5125,1.125,0.4,30.107169,13.70698325,5.3013565,7.7961125,10
M,0.9875,0.7625,0.3125,8.4198015,3.061746,1.99863975,2.83495,13
M,1.7375,1.375,0.4,43.98424925,16.045817,10.87203325,12.6155275,19
F,1.1625,0.9,0.275,14.571643,6.350288,3.175144,4.53592,11
F,1.3125,1.0,0.3,17.53416575,7.15824875,4.4508715,5.2446575,9
F,1.5375,1.275,0.425,31.62386725,12.09106175,6.80388,9.7805775,11
M,1.7375,1.3875,0.5125,42.807745,20.2131935,8.901743,12.85649825,10
F,1.725,1.35,0.45,50.008518,24.11124975,10.24834425,13.324265,18
I,1.3625,1.0625,0.325,21.72989175,9.8372765,5.06038575,5.726599,8
M,1.45,1.15,0.375,27.895908,13.891255,5.74077375,7.654365,9
M,1.525,1.175,0.4125,30.900955,11.5382465,5.9250455,10.035723,12
F,1.45,1.0875,0.35,25.86891875,13.16834275,5.556502,5.8116475,8
F,1.82875,1.3125,0.45,54.0624965,21.98503725,12.94154675,12.82814875,11
I,1.0125,0.7875,0.25,10.886208,5.34388075,2.02698925,3.118445,7
I,1.175,0.875,0.325,11.89261525,5.1312595,2.45223175,3.8271825,7
F,1.5125,1.225,0.375,31.19862475,15.35125425,4.72019175,8.3631025,9
I,1.1625,0.8875,0.275,14.55746825,5.6699,2.99087225,3.5436875,7
M,1.4125,1.1,0.45,27.62658775,13.13999325,5.74077375,7.5126175,10
I,1.4125,1.1,0.4125,25.51455,11.43902325,5.48562825,7.2291225,8
I,1.2375,0.95,0.3375,15.43630275,6.50621025,3.685435,4.082328,9
F,1.6125,1.25,0.4,37.137845,14.44407025,8.901743,11.90679,12
F,1.325,1.025,0.4125,24.7491135,7.24329725,5.2446575,8.3631025,14
M,1.4375,1.15,0.4125,26.01066625,9.2135875,6.30776375,9.355335,13
I,0.4625,0.325,0.0625,0.907184,0.41106775,0.18427175,0.283495,5
M,1.55,1.2,0.4125,35.096681,16.6411565,8.561549,9.355335,9
M,1.35,1.0625,0.3875,27.62658775,14.10387625,5.74077375,6.23689,9
I,1.7,1.4125,0.5,46.436481,12.417081,10.6310625,17.0097,13
I,1.2125,0.9125,0.3125,15.5071765,6.4920355,3.98310475,4.876114,9
F,1.675,1.25,0.5,35.9755155,16.329312,8.46232575,11.056305,10
F,1.3375,1.05,0.3625,23.7285315,7.540967,4.8477645,8.1930055,14
M,1.525,1.2125,0.425,31.071052,15.97494325,6.90310325,7.5126175,9
I,1.1,0.825,0.225,10.4609655,4.649318,2.26796,2.87747425,7
F,1.375,1.0375,0.3375,19.447757,7.6827145,4.8477645,6.3786375,11
F,1.7125,1.3375,0.4625,49.31395525,23.23241525,10.44679075,11.90679,9
I,1.15,0.875,0.275,12.757275,4.89028875,2.42388225,3.40194,7
F,1.4,1.1,0.4125,27.499015,12.11941125,5.62737575,9.4970825,10
I,1.0625,0.8625,0.3375,12.6722265,5.59902625,2.67902775,3.685435,8
M,1.475,1.1375,0.4,30.0221205,11.0846545,6.4353365,7.7961125,14
I,0.7,0.525,0.15,3.27436725,1.17650425,0.75126175,0.963883,6
I,0.825,0.5875,0.2,3.96893,1.474174,0.680388,1.417475,6
M,1.4,1.075,0.3125,22.9914445,10.98543125,4.5075705,6.47786075,11
I,1.0875,0.8125,0.275,11.850091,4.91863825,2.608154,3.0900955,8
M,1.1625,0.925,0.325,14.98271075,6.406987,3.52951275,4.3941725,8
M,1.175,0.8875,0.3375,13.664459,5.10291,3.27436725,4.12485225,11
M,1.4625,1.15,0.4125,25.33027825,12.06271225,6.22271525,6.463686,8
I,1.025,0.75,0.225,8.17883075,3.47281375,1.80019325,2.9766975,6
M,1.45,1.125,0.3625,25.51455,12.303683,5.71242425,7.93786,11
F,1.3875,1.05,0.35,23.85610425,10.61688775,5.726599,6.6621325,9
F,1.5875,1.1625,0.3875,36.4291075,17.57669,10.44679075,9.4970825,12
M,1.4625,1.075,0.3625,27.91008275,13.42348825,6.10931725,7.5126175,11
I,1.4,1.05,0.3375,20.1564945,9.5537815,4.082328,5.8116475,9
I,0.8,0.6,0.175,4.09650275,1.814368,1.00640725,1.1623295,5
F,1.6125,1.25,0.4375,34.6147395,15.1669825,7.47009325,13.1825175,14
I,1.2,0.9625,0.3125,17.70426275,8.77417025,4.23825025,6.0951425,11
F,1.5875,1.225,0.375,33.57998275,15.1102835,8.7032965,8.2497045,9
M,1.4875,1.175,0.4,31.90736225,14.04717725,6.64795775,8.9300925,11
F,1.4875,1.075,0.3875,30.40483875,13.9763035,6.690482,7.7961125,9
M,1.5625,1.225,0.3875,31.6096925,13.90542975,6.95980225,9.4970825,10
F,1.775,1.325,0.4375,43.6298805,18.5122235,11.963489,12.757275,10
M,1.275,1.0,0.3375,19.8163005,9.42620875,4.35164825,5.6699,10
F,1.725,1.35,0.4375,46.13881125,20.751834,10.602713,12.757275,12
F,1.3125,1.025,0.3875,20.08562075,5.499803,4.40834725,7.087375,13
M,1.575,1.225,0.4375,33.89182725,15.03940975,7.18659825,9.4970825,10
F,1.4125,1.0625,0.3375,23.40251225,11.01378075,5.79747275,5.783298,9
M,1.5,1.1875,0.425,30.51823675,14.5999925,6.67630725,7.654365,10
F,1.45,1.15,0.3625,29.29920825,13.2959155,7.4559185,7.52679225,10
F,1.1625,0.9,0.3125,16.42853525,7.81028725,2.948348,3.96893,15
M,1.55,1.2,0.425,37.137845,17.860185,8.0229085,8.50485,11
F,1.5,1.1625,0.3875,29.9654215,12.870673,6.59125875,8.74582075,11
F,1.35,1.025,0.35,20.76600875,9.99319875,4.479221,5.386405,9
F,1.575,1.2375,0.4125,37.52056325,17.56251525,7.27164675,9.2135875,10
I,1.175,0.925,0.3125,13.53688625,6.08096775,2.5231055,3.8271825,6
M,1.45,1.15,0.4,27.22969475,15.5638755,6.78970525,6.6621325,9
M,1.5625,1.1625,0.4,32.50270175,14.0330025,7.44174375,8.50485,8
F,1.675,1.35,0.525,46.606578,21.78659075,9.6104805,12.11941125,10
I,1.2,0.9,0.3625,15.1669825,6.90310325,3.6003865,4.9611625,10
F,1.2875,0.975,0.375,18.01610725,7.24329725,4.139027,5.5281525,9
I,1.3,0.9875,0.3125,18.5689225,8.68912175,3.92640575,4.6776675,8
M,1.6125,1.3,0.45,41.80133775,16.42853525,10.8578585,12.3320325,11
I,0.5875,0.4,0.125,1.82854275,0.60951425,0.49611625,0.60951425,5
M,1.3125,1.025,0.4,18.69649525,8.6465975,3.92640575,6.23689,10
M,1.375,1.025,0.375,20.7234845,9.7238785,4.60679375,6.0951425,8
I,0.75,0.5625,0.2125,3.61456125,1.60174675,0.89300925,1.190679,6
I,1.175,0.9375,0.3,17.633389,9.62465525,3.13261975,3.98310475,8
F,1.5875,1.3125,0.4375,36.627554,17.0097,7.6260155,10.4042665,9
M,1.725,1.3125,0.45,50.24948875,23.96950225,10.87203325,13.1825175,11
I,1.1875,0.9125,0.3,11.55242125,4.60679375,2.31048425,3.8271825,7
F,1.675,1.3125,0.425,44.5370645,19.6462035,8.88756825,12.190285,12
F,1.6375,1.3,0.475,40.483086,16.51358375,8.71747125,11.90679,13
I,1.4375,1.1,0.3375,24.13959925,12.91319725,4.86193925,5.57067675,9
M,1.2125,0.975,0.3375,16.782904,6.98815175,4.66349275,5.6699,13
F,1.4625,1.15,0.4,28.462898,11.92096475,6.30776375,6.23689,8
M,0.9,0.675,0.2125,5.71242425,2.211261,1.43164975,1.70097,13
M,1.275,1.0125,0.375,18.86659225,6.8322295,3.92640575,6.6621325,9
F,1.75,1.4125,0.475,50.61803225,24.6357155,8.85921875,11.623295,7
I,1.5,1.15,0.4125,31.581343,13.99047825,7.52679225,9.07184,8
I,1.2,0.875,0.3125,13.097469,5.896696,3.30271675,4.1106775,9
F,1.5875,1.2,0.4125,34.65726375,15.592225,7.41339425,10.0640725,11
M,1.4125,1.1375,0.4,24.38057,8.9300925,4.46504625,7.37087,18
M,1.3625,1.075,0.325,22.5378525,9.6104805,4.89028875,6.23689,10
F,1.6,1.2875,0.4625,41.40444475,16.54193325,8.94426725,11.623295,10
F,1.6875,1.3125,0.5125,43.02036625,20.071446,9.36950975,11.056305,10
F,1.4375,1.1125,0.35,26.1665885,10.432616,6.76135575,7.2291225,10
I,1.0375,0.775,0.2875,9.93649975,4.49339575,2.62232875,2.90582375,6
M,1.65,1.3375,0.475,41.503668,18.9091165,7.6260155,10.07824725,11
F,1.8125,1.375,0.4375,54.0624965,22.04173625,10.6310625,12.6155275,14
M,1.25,0.975,0.3125,17.633389,7.0590255,3.742134,4.762716,8
M,1.6125,1.2875,0.45,35.210079,13.891255,8.34892775,10.07824725,10
F,1.425,1.125,0.45,27.1871705,9.9506745,5.00368675,10.0640725,16
M,0.925,0.7125,0.2125,6.81805475,3.005047,1.51669825,1.530873,6
F,1.5625,1.2625,0.4375,37.1094955,16.42853525,8.71747125,9.63883,10
F,1.525,1.2375,0.4,30.8726055,13.2959155,5.613201,10.886208,10
M,1.5625,1.225,0.4125,32.10580875,14.92601175,7.994559,9.7805775,9
F,1.4875,1.15,0.375,30.71668325,14.67086625,5.8683465,8.6465975,11
F,1.2125,0.9375,0.35,16.40018575,7.087375,3.2601925,5.443104,11
I,0.9625,0.7375,0.2375,7.9662095,3.6570855,1.74349425,2.70737725,7
M,1.5875,1.25,0.4375,33.8776525,14.04717725,8.17883075,10.0640725,11
M,1.375,1.1,0.3375,21.95668775,9.42620875,3.86970675,6.23689,10
F,1.2125,0.875,0.3125,16.51358375,7.10154975,3.3735905,5.386405,13
F,1.25,0.9375,0.35,16.91047675,6.747181,3.58621175,5.2446575,9
F,1.6125,1.2625,0.475,40.49726075,18.1153305,10.20582,10.0640725,9
I,0.6,0.4375,0.2,1.82854275,0.60951425,0.49611625,0.60951425,5
F,1.225,0.925,0.35,15.74814725,5.6699,3.21766825,6.33611325,12
F,1.4875,1.2125,0.3875,29.18581025,12.0485375,5.74077375,10.20582,12
F,1.4625,1.125,0.3375,24.153774,11.623295,4.89028875,6.3786375,8
F,1.5,1.1875,0.4375,33.46658475,12.31785775,7.01650125,12.0485375,18
M,1.55,1.2125,0.4875,36.04638925,17.98775775,7.9662095,9.6671795,10
F,1.45,1.125,0.325,24.323871,11.38232425,6.59125875,6.3786375,8
F,1.55,1.225,0.475,32.16250775,12.82814875,7.52679225,10.489315,13
F,1.45,1.1,0.3875,30.37648925,15.03940975,6.3219385,8.788345,9
I,1.125,0.85,0.25,10.07824725,4.80524025,2.891649,3.2601925,8
M,1.45,1.125,0.35,28.7180435,12.94154675,6.123492,10.20582,11
M,1.45,1.1875,0.4625,32.772022,13.60776,6.633783,9.07184,12
M,1.1375,0.9375,0.3125,14.004653,8.1930055,2.8632995,4.3941725,8
M,1.6375,1.3375,0.425,38.71124225,16.2442635,8.901743,10.20582,9
F,1.6,1.2625,0.45,38.63900825,16.329312,8.71747125,8.50485,10
M,1.5625,1.2125,0.4375,38.71124225,16.8112535,8.4198015,10.3475675,10
M,1.325,1.0125,0.375,24.50814275,9.6104805,6.0951425,6.80388,8
M,1.5125,1.175,0.4125,33.46658475,13.65028425,6.747181,8.788345,10
M,1.2375,0.9625,0.3,17.463292,6.7755305,3.89805625,5.2446575,9
I,1.2125,0.925,0.3,16.85377775,7.10154975,3.58621175,4.252425,7
I,0.8125,0.6,0.2,5.556502,2.83495,1.020582,1.417475,6
F,1.6,1.3875,0.425,38.68289275,16.51358375,7.767763,12.3320325,18
F,1.6625,1.25,0.4375,38.9805625,13.4660125,8.561549,11.90679,16
I,1.0125,0.775,0.225,8.94426725,3.52951275,1.77184375,2.6365035,11
F,1.725,1.3125,0.4375,47.95317925,16.31513725,11.0846545,13.60776,16
M,1.3,1.0,0.3125,18.597272,8.66077225,3.9405805,4.819415,8
F,1.475,1.1875,0.425,27.59823825,12.37455675,5.4714535,8.50485,9
F,1.425,1.125,0.4625,27.839209,11.4815475,5.23048275,8.788345,17
F,1.575,1.2375,0.4375,31.014353,14.04717725,7.0023265,9.752228,11
M,1.3375,1.0625,0.3375,23.00561925,11.07047975,5.556502,5.6699,8
M,1.475,1.1125,0.375,25.51455,10.659412,4.819415,7.0590255,9
I,1.425,1.1375,0.35,26.308336,11.283101,4.762716,8.221355,9
F,1.75,1.3125,0.4,42.99201675,20.0430965,8.17883075,11.3398,13
M,0.7875,0.575,0.225,4.6209685,1.74349425,0.963883,1.5592225,6
I,0.8125,0.6125,0.1875,4.86193925,1.60174675,1.00640725,1.417475,8
M,1.5,1.175,0.375,28.689694,12.5021295,5.71242425,8.6465975,11
F,1.4375,1.125,0.3375,25.16018125,11.60912025,4.86193925,7.2291225,11
M,1.425,1.1,0.35,23.643483,10.33339275,5.00368675,6.6621325,10
I,1.025,0.825,0.275,9.979024,4.0539785,2.5231055,2.83495,5
M,1.3,1.0,0.3,16.17338975,6.0951425,3.86970675,5.10291,9
F,1.1375,1.1375,0.3375,23.24659,9.128539,4.86193925,7.6260155,12
M,1.6,1.225,0.4375,34.45881725,15.422128,8.97261675,9.68135425,13
F,1.3625,1.0375,0.35,21.3471735,6.4920355,6.22271525,7.2291225,10
F,1.5625,1.225,0.45,33.55163325,16.4143605,7.654365,9.7805775,11
M,1.4125,1.1,0.3625,23.65765775,11.4248485,4.9044635,7.2291225,8
F,1.125,0.875,0.3125,10.78698475,4.46504625,2.53728025,3.2601925,10
F,1.575,1.1875,0.4375,34.65726375,15.09610875,6.95980225,9.128539,11
I,1.4,1.05,0.35,19.06503875,9.36950975,3.7137845,5.953395,8
M,1.4125,1.1,0.375,24.73493875,9.865626,5.5281525,7.2291225,12
I,0.975,0.6875,0.225,5.7549485,2.48058125,1.6726205,1.2757275,8
M,1.125,0.875,0.2875,13.04077,5.74077375,3.30271675,3.8271825,8
F,1.425,1.075,0.375,22.97726975,9.7805775,5.3013565,6.80388,9
I,0.9125,0.675,0.225,5.556502,1.871067,1.0489315,2.1262125,7
F,1.4125,1.1,0.3875,26.63435525,11.736693,6.066793,7.654365,12
M,1.225,0.9875,0.3125,19.107563,9.42620875,3.50116325,5.2446575,8
I,0.7,0.525,0.15,2.50893075,0.94970825,0.4819415,0.97805775,6
I,1.1625,0.875,0.275,12.34620725,5.556502,2.62232875,3.5436875,10
M,1.475,1.175,0.3875,27.71163625,13.99047825,5.386405,7.5126175,9
M,1.4125,1.0625,0.3625,27.499015,7.10154975,6.08096775,8.09378225,13
M,1.4,1.125,0.4,20.87940675,9.68135425,4.06815325,6.23689,8
I,0.9875,0.75,0.225,8.674947,3.572037,1.70097,2.05533875,7
I,0.85,0.65,0.2125,5.85417175,2.721552,1.11980525,1.984465,7
I,0.9,0.675,0.2125,4.49339575,3.04757125,0.9355335,1.13398,7
F,1.2875,1.0,0.3375,20.25571775,9.85145125,4.422522,5.10291,10
I,1.075,0.8125,0.275,10.77281,4.52174525,2.22543575,2.83495,7
F,1.5125,1.225,0.3875,32.16250775,12.20445975,7.15824875,9.922325,11
M,1.625,1.2875,0.4625,38.96638775,21.262125,5.11708475,10.4609655,13
I,0.9625,0.725,0.225,6.30776375,2.948348,1.31825175,2.1262125,7
I,1.0375,0.8125,0.3125,9.4970825,3.798833,2.33883375,2.9766975,8
M,1.2375,0.95,0.3625,27.499015,9.28446125,6.4353365,8.3631025,15
M,1.4875,1.15,0.325,28.67551925,12.927372,5.71242425,7.654365,9
M,1.5,1.15,0.4125,28.7180435,12.0485375,6.08096775,9.4970825,12
I,0.975,0.7125,0.2,6.44951125,2.65067825,1.51669825,2.3530085,6
F,1.5375,1.175,0.4,32.81454625,16.59863225,7.78193775,8.788345,10
M,1.5625,1.225,0.3875,34.8415355,15.1669825,7.75358825,9.4970825,9
M,1.5125,1.175,0.325,24.8625115,11.35397475,4.479221,6.80388,9
M,1.425,1.1,0.4,30.51823675,12.48795475,6.22271525,7.654365,15
I,1.25,0.95,0.3,14.9968855,6.33611325,3.95475525,4.53592,10
F,1.1625,0.9,0.35,14.35902175,7.314171,3.10427025,3.685435,10
M,1.2375,0.9875,0.3,15.195332,6.7188315,3.6003865,4.6776675,12
M,1.325,0.9875,0.3625,21.9708625,8.731646,4.7910655,7.2291225,10
M,0.875,0.6625,0.2125,6.30776375,2.67902775,1.31825175,1.70097,10
F,1.0125,0.7625,0.125,8.00873375,2.83495,1.63009625,2.6932025,13
I,1.275,0.9875,0.3125,17.633389,8.051258,3.72795925,4.592619,8
M,1.675,1.2875,0.4375,42.467551,15.989118,9.1568885,12.0485375,10
F,1.3625,1.0,0.3375,21.70154225,8.46232575,4.60679375,6.747181,8
I,0.425,0.3,0.15,0.680388,0.2551455,0.1417475,0.2551455,5
F,1.625,1.2625,0.4625,36.95357325,16.68368075,8.221355,10.61688775,8
I,0.95,0.7375,0.225,7.427569,3.2601925,1.8427175,2.26796,7
I,1.3,1.0,0.35,20.51086325,10.78698475,4.592619,5.216308,8
F,1.4125,1.1,0.3625,24.6357155,8.51902475,5.2446575,7.2291225,12
I,0.8125,0.6,0.1875,4.422522,1.60174675,0.97805775,1.247378,6
M,1.55,1.2125,0.3875,32.92794425,14.13222575,6.67630725,8.9300925,12
M,1.3375,1.0375,0.35,20.0430965,9.90815025,4.40834725,6.23689,10
I,1.525,1.2,0.4125,30.220567,13.13999325,6.406987,9.355335,14
M,1.475,1.1,0.35,26.94619975,10.432616,5.329706,7.7961125,8
I,1.1875,0.8875,0.2875,13.39513875,5.85417175,3.175144,3.742134,8
M,1.4125,1.1,0.4,29.1716355,12.927372,6.066793,8.3631025,13
I,1.1,0.875,0.3125,12.6722265,5.74077375,2.6932025,4.082328,8
I,1.0875,0.85,0.25,10.3475675,4.35164825,2.551455,3.13261975,8
I,1.0625,0.8625,0.25,11.43902325,4.74854125,2.8066005,3.5436875,9
M,1.2625,0.975,0.3,19.66037825,9.525432,4.40834725,4.7343665,8
I,1.1375,0.875,0.2625,12.6722265,5.329706,2.22543575,3.96893,9
F,1.6,1.2375,0.4125,31.0994015,13.891255,7.15824875,9.4970825,12
F,1.55,1.225,0.3875,33.622507,14.13222575,5.443104,9.922325,10
F,1.4125,1.125,0.35,22.97726975,9.19941275,5.10291,6.6621325,15
M,1.5,1.2125,0.3875,33.46658475,10.3475675,7.07320025,9.922325,13
I,1.2625,0.8875,0.3375,15.26620575,7.49844275,2.6932025,4.6776675,9
M,1.5125,1.15,0.375,25.33027825,12.417081,5.8116475,7.597666,8
I,1.425,1.0875,0.375,25.51455,10.36174225,6.08096775,9.4970825,13
I,0.9625,0.75,0.2375,7.654365,3.18931875,1.77184375,1.984465,7
I,1.1,0.8625,0.325,12.74310025,5.9250455,2.36718325,3.798833,10
F,1.6,1.25,0.4125,35.096681,16.96717575,7.47009325,9.63883,9
F,1.1125,0.8375,0.3125,14.7133905,6.13766675,3.61456125,4.3941725,19
F,1.5625,1.2375,0.4,36.5425055,16.5844575,8.46232575,8.9300925,10
F,1.45,1.1125,0.375,26.2232875,11.793392,5.159609,7.2291225,10
I,1.15,0.8625,0.275,10.33339275,4.32329875,2.50893075,3.5436875,7
I,1.3125,1.0125,0.375,23.11901725,10.0073735,4.52174525,6.23689,8
M,1.225,0.975,0.3375,17.78931125,7.10154975,3.33106625,5.59902625,10
I,0.9,0.675,0.2,6.33611325,3.18931875,1.0489315,2.26796,8
I,1.5,1.025,0.3625,26.6201805,12.68640125,5.556502,7.597666,8
I,0.6875,0.4875,0.175,3.16096925,1.360776,0.510291,0.7654365,5
M,1.5625,1.2,0.3875,39.7743485,19.03668925,8.29222875,10.3475675,12
I,0.9375,0.7,0.2,6.90310325,2.2963095,1.757669,1.8427175,6
I,1.2,0.9125,0.3125,14.004653,6.76135575,2.36718325,4.252425,8
I,0.875,0.65,0.225,5.2446575,2.50893075,1.23320325,1.23320325,6
F,1.7,1.375,0.4375,52.43240025,21.7440665,12.530479,11.83591625,11
M,1.5625,1.2625,0.45,37.364641,15.592225,8.54737425,9.4970825,10
M,1.4375,1.175,0.4375,32.47435225,14.911837,6.4920355,9.2135875,23
F,1.5125,1.1375,0.4125,33.26813825,13.53688625,7.24329725,8.3631025,13
I,0.7,0.525,0.1875,3.9405805,1.71514475,0.793786,0.9922325,6
M,1.375,1.1375,0.375,20.48251375,8.3631025,4.60679375,6.6621325,9
I,1.3125,1.0,0.3,17.33571925,8.71747125,3.685435,4.6776675,7
I,1.25,1.0125,0.375,19.731252,8.3631025,4.252425,5.726599,7
F,1.625,1.3,0.4125,38.782116,16.23008875,8.674947,10.489315,9
M,1.375,1.1125,0.4,29.15746075,11.679994,7.1724235,8.50485,12
M,1.625,1.3,0.475,39.7743485,22.07008575,8.71747125,10.489315,9
M,1.25,1.0125,0.3125,18.86659225,8.54737425,4.195726,5.953395,12
I,0.9875,0.7375,0.25,7.9095105,3.27436725,0.92135875,2.26796,6
F,1.6375,1.3,0.4375,43.3463855,19.6462035,10.035723,11.623295,11
F,1.5625,1.25,0.425,32.16250775,13.11164375,8.0796075,9.922325,10
M,1.4125,1.125,0.325,24.720764,11.94931425,5.57067675,6.690482,9
I,0.9,0.675,0.25,6.27941425,2.7499015,0.850485,1.530873,6
M,1.5875,1.2125,0.425,35.93299125,17.08057375,7.98038425,8.3631025,9
F,1.45,1.1125,0.375,26.18076325,10.149121,6.80388,7.654365,14
I,1.0875,0.875,0.3,12.43125575,5.839997,2.778251,3.685435,7
M,1.3125,1.05,0.4,24.720764,7.7961125,4.7343665,9.7805775,21
M,1.1875,0.9125,0.3,13.834556,5.4147545,2.8066005,3.8271825,9
M,1.125,0.8125,0.2625,10.41844125,4.40834725,2.0128145,3.40194,10
M,0.925,0.725,0.2375,5.6699,1.9561155,1.31825175,2.25378525,7
M,1.575,1.225,0.4125,30.43318825,14.84096325,6.90310325,8.50485,10
M,1.5625,1.3125,0.4125,36.173962,15.762322,9.36950975,9.07184,9
I,0.9625,0.725,0.25,7.41339425,3.55786225,1.97029025,2.26796,8
F,1.5625,1.075,0.3625,24.36639525,13.154168,5.03203625,6.80388,9
F,1.475,1.1625,0.4125,28.05183025,10.9712565,5.1879585,9.63883,12
M,1.2875,1.0,0.45,23.23241525,7.83863675,4.60679375,8.9300925,14
F,1.8125,1.4125,0.5,42.807745,24.76328825,12.09106175,14.41572075,9
F,1.25,0.9625,0.3125,17.236496,8.0796075,3.67126025,4.479221,8
I,1.5,1.1875,0.375,34.65726375,13.05494475,8.8166945,8.9300925,11
F,1.4625,1.0875,0.3875,26.26581175,10.6877615,6.4920355,8.221355,12
M,0.6875,0.5,0.2125,3.515338,1.0489315,0.680388,1.304077,10
I,1.0375,0.7625,0.25,9.2135875,4.422522,1.43164975,2.5798045,7
F,1.6625,1.25,0.4375,40.3413385,18.2287285,8.901743,13.891255,18
M,1.3125,1.0,0.375,20.31241675,7.78193775,4.479221,5.2446575,7
M,0.925,0.725,0.25,7.27164675,2.664853,1.2757275,2.1829115,10
M,1.25,1.0125,0.3625,20.28406725,9.51125725,4.55009475,6.0384435,8
F,1.6,1.25,0.425,41.23434775,18.3988255,8.60407325,10.035723,11
M,1.725,1.3125,0.475,42.354153,20.9502805,8.83086925,11.1980525,10
M,1.15,0.8625,0.2125,10.41844125,4.32329875,2.0695135,3.40194,7
M,1.6125,1.2375,0.45,41.82968725,17.78931125,10.8578585,9.922325,10
I,0.95,0.725,0.3125,7.49844275,3.345241,1.40330025,2.26796,6
M,1.65,1.3125,0.4375,40.68521925,17.860185,8.901743,11.1980525,9
I,1.15,0.8625,0.3,13.551061,6.4920355,3.27436725,3.2601925,7
M,1.5625,1.225,0.45,35.777069,14.7133905,6.22271525,10.50348975,17
F,1.75,1.35,0.475,43.1762885,18.9091165,9.015141,12.2186345,9
M,1.125,1.0,0.35,22.7646485,9.87980075,5.03203625,6.23689,8
I,1.175,0.925,0.3125,13.53688625,6.8889285,3.30271675,3.2601925,7
I,1.025,0.75,0.275,8.901743,3.742134,1.6159215,2.62232875,8
F,1.575,1.2,0.3875,37.364641,20.0997955,9.31281075,8.221355,8
F,1.5,1.2125,0.375,30.4190135,12.40290625,6.6054335,8.0796075,11
I,1.175,0.9125,0.3125,12.06271225,4.8477645,3.04757125,4.53592,8
M,1.025,0.8125,0.25,9.752228,3.75630875,1.9561155,2.551455,7
F,1.4125,1.125,0.375,24.84833675,12.34620725,5.42892925,7.087375,12
I,1.1,0.85,0.3,11.226402,5.03203625,2.2963095,3.5436875,8
M,1.925,1.4625,0.475,57.039194,22.0275615,10.4042665,15.4504775,13
I,1.2,0.8875,0.3,14.8267885,6.2652395,2.45223175,3.96893,8
M,1.4625,1.1625,0.4125,29.5118295,9.412034,5.953395,10.3475675,13
